Item Name,Description,Mfg Part #,Category,Rate,Item Type
CL0241VTCLRT,CL024-1VTC-LRT-PU 2 TON 208/230/1 VERTICLE RH RETURN WAATER SOURCE HEAT PUMP,CL0241VTCLRT,Equipment,4994.76000,Inventory
CL036-VTC-LRTPUD,BOSCH CL036-VTC-LRTPUD 3 TON 208/230/3 VERTICLE RIGHT RETURN,,Equipment,6473.50000,Inventory
CL0703VTNLRTPDA,"BOSCH CL0703VTNLRTPDA 70,000 BTU 208/230 3 PHASE CUPRO RIGHT HAND VERTICLE",,Equipment,13817.66000,Inventory
CM6-0631,CM6-0631 COIL HOUSING FOR CONINENTAL,,Material:Refrigeration,578.44000,Inventory
CNT04958,"CONTROL; HIGH PRESSURE CUTOUT, ACTUATION PRESSURE 650 PSIG, DEACTUATION PRESSURE 550 PSIG, 6.0 FLA, 36 LRA AT 120/240 VAC, 72 IN LEADS WITH FEMALE 1/4",,Material,113.03000,Inventory
CNT04961,"CONTROL, LOW PRESSURE, 25 OPEN, 41 CLOSE, .25 FFL, 55.00 LEADS WITH 1/4 INSUL., FEMALE QC TERMINAL",,Material,86.33000,Inventory
CNT06062,TRANE CNT06062 CONTROL; LOW PRESSURE 255 OP/444 CL,,Material,222.72000,Inventory
CNT06624,"CONTROL; LOW PRESSURE, 58 OP / 78 CL, 55IN",,Material,246.17000,Inventory
CNT07690,TRANE CNT07690 CONTROL BOARD ASSEMBLY ELECTRONIC VAI,,Material,339.08000,Inventory
CNT07849,TRANE CONTROL PCB ASSEMBLY AIR FLOW CONTROL,,Material,575.15000,Inventory
CNT08002,"TRANE COCNT08002 NTROL; ASSY WIRED REMOCON; MWR-WE13N, MWR-WE13N, N",,Material,0.00000,Inventory
COG & LABOR AGREEMENTS,COG & LABOR AGREEMENTS (Actual materials and labor to perform maintenance applied to monthly billing),,,0.00000,Non Inventory
COL18151,COL18151 COIL MICRO CHANNEL TOP ROW RA/CA,,Material,2830.09000,Inventory
COL18153,COL18153 COIL MICRO CHANNEL BOTTOM ROW RA/CA2,,Material,2237.86000,Inventory
COL19454,TRANE COIL COL19454 OUTDOOR COIL MCHE BENT 18MM,,Material,5220.00000,Inventory
COL25502,"TRANE COL25502 COIL; OUTDOOR, MICROCHANNEL, RS, 31.34L X 15.29W X 31.91H",,Material,1205.23000,Inventory
COL25507,Commercial Condenser Coil:,,Material,2278.00000,Inventory
COL25994,"TRANE COL25994 COIL; OUTDOOR, MCHE, 16.0",COL25994,Material,2684.31000,Inventory
COLLAR-10,"10"" TAP FIBERGLASS COLLARS",COL10G,Material:Duct,11.56000,Inventory
COLLAR-12,"12"" TAP FIBERGLASS COLLARS",COL12G,Material:Duct,14.45000,Inventory
COLLAR-14,"14"" TAP FIBERGLASS COLLARS",COL14G,Material:Duct,17.40000,Inventory
COLLAR-16,"16"" TAP FIBERGLASS COLLARS",COL16G,Material:Duct,19.07000,Inventory
COLLAR-18,"18"" TAP FIBERGLASS COLLARS",COL18G,Material:Duct,22.28000,Inventory
COLLAR-20,"20"" TAP FIBERGLASS COLLARS",COL20G,Material:Duct,23.82000,Inventory
COLLAR-4,"4"" TAP FIBERGLASS COLLARS",COL04G,Material:Duct,5.49000,Inventory
COLLAR-5,"5"" TAP FIBERGLASS COLLARS",COL05G,Material:Duct,6.40000,Inventory
COLLAR-6,"6"" TAP FIBERGLASS COLLARS",COL06G,Material:Duct,7.23000,Inventory
COLLAR-7,"7"" TAP FIBERGLASS COLLARS",COL07G,Material:Duct,8.69000,Inventory
COLLAR-8,"8"" TAP FIBERGLASS COLLARS",COL08G,Material:Duct,1.51000,Inventory
COLLAR-9,"9"" TAP FIBERGLASS COLLARS",COL09G,Material:Duct,10.08000,Inventory
COM13703WARR,TRANE COM13703 COMPRESSOR; LCA049B1CPA SCROLL-13703,,Material,0.00000,Non Inventory
COMMERCIAL CONTRACT DISCOUNT,COMMERCIAL CONTRACT DISCOUNT 10%,,Material,10.00000,Discount
COMMERCIAL INSTALL,COMMERCIAL INSTALL JOBS,,Equipment,0.00000,Inventory
COMMERCIAL REPAIR,,,Material,0.00000,Non Inventory
Commercial Service Labor,,,,145.00000,Non Inventory
CRANE LIFT,CRANE LIFT USED FOR BIG JOBS THAT REQUIRE DIFFERENT SIZE CRANES BASED ON WEIGHTS AND DISTANCE,,Equipment,0.00000,Non Inventory
Credit payment,Credit payment applied.,,,0.00000,Inventory
CRN4LEG,CRN4LEG 4 LEG FOR DB A/H STAND 4 THE METAL SHOP,,Material,68.53000,Inventory
CTE516,"Access fitting, extension tube, 5/16"" OD",,Material,12.39000,Inventory
CURB CAP,SPECIAL ORDER CURB CAP,,Material,0.00000,Inventory
CUSH118,"CUSH CLAMP 1 1/8"" VIBRA CLAMP",,Material,24.14000,Inventory
CUSH158,"CUSH CLAMP 1 5/8"" VIBRA CLAMP",,Material,41.67000,Inventory
CUSH218,"CUSHCLAMP 2 1/8"" VIBRA CLAMP",,Material,39.75000,Inventory
CUSTOM FILTER RACK,CUSTOM BUILT FILTER RACKS,,Material:Filters,0.00000,Inventory
CUSTOM I BEAM,CUSTOM ALUMINUM I BEAMS FOR INSTALLS,,Material,0.00000,Inventory
CUT DUCT ORDER,CUT DUCT ORDER SPECIAL ORDER CUT DUCT BOARD FOR LARGE DUCT JOBS,,Material:Duct,299.58000,Inventory
D2E2ACR,"U.S. MOTORS General Purpose Motor: Open Drip Proof, C-Face Mount, 2 HP, 1,725 Nameplate RPM",,Material,1243.96000,Inventory
DEEP STRUT,1 5/8 DEEP STRUT 14 GA 10',SUPA1200HSEC,Material,120.98000,Non Inventory
DELIVERY FEE,CHARGE TO DROP OFF MATERIALS,,Material,0.00000,Non Inventory
DEPOSIT,DEPOSIT FOR INSTALL JOBS,,,0.00000,Non Inventory
DHY01470,"DRIER; LIQUID LINE; SERVICE FIRST; 16 CU. IN. DCL165/4S, 5/8 ODF INLET X 1/2 ODF OUTLET; 11.4 TON CAPACITY; APPROVED FOR MINERAL OIL AND POE OIL REF",,Material,69.85000,Inventory
DIELEC UNION 3/4X3/4,Watts 3/4 in. FIP X 3/4 in. SWT Galvanized Steel Dielectric Union,,Material,91.23000,Inventory
DISCOUNT-2%,DISCOUNT-2%,,,2.00000,Discount
DOOR GASKET,DOOR GASKET FOR REFRIGERATION UNITS,,Material:Refrigeration,0.00000,Inventory
DP 26X62,HORIZONTAL DRAIN PAN W/NIPPLE NO RAILS 26X62X1.5,,Material,218.76000,Inventory
DP-18X30,HORIZONTAL DRAIN PAN W/NIPPLE NO RAILS 18X30X1.5,DRADP1830,Material,148.00000,Inventory
DP-24 X 53 1/2 X 1 1/2,DRAIN PAN DP-24 X 53 1/2 X 1 1/2 NO RAILS NIPPLE ON LONG SIDE,,Material,272.85000,Inventory
DP-24X24,HORIZONTAL DRAIN PAN W/NIPPLE NO RAILS 24X24X1.5,DRADP2424,Material,124.33000,Inventory
DP-26X26,HORIZONTAL DRAIN PAN W/NIPPLE NO RAILS 26X26X1.5,DRADP2626,Material,130.24000,Inventory
DP-26X54,HORIZONTAL DRAIN PAN W/NIPPLE NO RAILS 26X54X1.5,DRADP2654,Material,215.36000,Inventory
DP-26X58,HORIZONTAL DRAIN PAN W/NIPPLE NO RAILS 26X58X1.5,DRADP2658,Material,219.79000,Inventory
DP-28X28,HORIZONTAL DRAIN PAN W/NIPPLE NO RAILS 28X28X1.5,DRADP2828,Material,136.15000,Inventory
DP-28X64,HORIZONTAL DRAIN PAN W/NIPPLE NO RAILS 28X64X1.5,DRADP2864,Material,224.22000,Inventory
DP-30X30,HORIZONTAL DRAIN PAN W/NIPPLE NO RAILS 30X30X1.5,DRADP3030,Material,162.81000,Inventory
DP-30X36,30X36 DRAIN PAN-COPPER N,,Material,240.75000,Inventory
DRAIN PAN SPECIAL ORDER,DRAIN PAN SPECIAL ORDER,,Material,0.00000,Inventory
DRAIN SOLVE GALL,"Nu-Calgon Drain-Solve, 1 Gallon",,Material,0.00000,Non Inventory
DRIER VENT,"METDVH424 4"" DRIER VENT",,Material,30.50000,Inventory
DROP CLOTH,DROP CLOTH CANVAS,,Material,149.71000,Non Inventory
DROP LIGHT,DROP LIGHT 1800LM CORDED HANDHELD WORK LIGHT,,Material,128.31000,Non Inventory
"""DRY WALL SCREW 1 5/8""""",#6 x 1-5/8 in. #2 Phillips Bugle Head Coarse Thread Drywall Screw 1 lb. Box,,Material,0.00000,Non Inventory
"""DRYER VENT BLACK 4""""","4"" Dryer Vent Cover for Exterior Wall, Exhaust Vent Cover for Dryer Vents Range Hood Vent AC Vent, Outdoor Wall Vent Cover for Bathroom/Laundry/Kitche",,Material,191.04000,Inventory
DRYWALL SPONGE,Wallboard Joint Compound Sanding Sponge,,Material,0.00000,Non Inventory
DRYWALL TAPE,2-1/16 in. x 75 ft. Paper Drywall Joint Tape,,Material,0.00000,Non Inventory
DTK-120/240CM,LENNOX GL DTK-120/240CM+ SURGE PROTECTOR,,Material,171.93000,Inventory
DUCT JACK RENTAL,Sumner 783652 Series 2124 24-Feet Contractor Lift,,Material,0.00000,Non Inventory
DUCT SQUARE,SDT DSQ DUCTBOARD SQUARE TOOL (F&L ALUMINUM),,Material:Duct,258.33000,Non Inventory
DUMP FEE,DUMP FEE TRASH FROM INSTALL JOBS THAT GOES TO DUMP,,Material,60.00000,Non Inventory
DUST MASK,Paint Sanding Valved Respirator (20-Pack),,Material,160.44000,Non Inventory
E3S130,"E3S130 Solenoid valve, 0.101"" port, 3/8"" ODF, extended solder ends",,Material:Refrigeration,288.26000,Inventory
EBD60663836,"Pressure Sensor, EBD60663836",,Material,530.88000,Inventory
EBFSEAZP,"Sporlan Expansion valve, balanced port, R404A family, external equalizer, 1/2 to 1 ton, 3/8"" ODF inlet x 1/2"" ODF outlet, ZP charge (low temp)\CR",,Material:Refrigeration,534.87000,Inventory
EBR76886201,LG EBR76886201 PCBASSEMBLY POWER (SMPS POWER BOARD),,Material,787.82000,Inventory
EBR77177104,LG EBR77177104 PCB ASSEMBLY MAIN REPLACES CSP30061038,,Material,745.21000,Inventory
EC0963VTCFFTBUB,BOSCH EC0963VTCFF 208/230/3 VERTICLE FRONT RETURN WATER SOURCE HEAT PUMP,EC0963VTCFF,Equipment,12435.54000,Inventory
ECM MOTOR DIAGNOSTIC TOOL,GENTEQ ECM Motor Diagnostic Tool: For ECM 2.0/ECM 2.3/ECM 3.0/Endura Pro/EON/X13,,Material,0.00000,Non Inventory
EFS1/4C2X3,SPORLAN 1/4TON TXV R404A 2X3 ODF 109896,EFS1/4C2X3,Material:Refrigeration,432.41000,Inventory
ELECTRICAL TAPE,Scotch Super 33+ PVC Electrical Tape\CRSUPER33+ BK ELEC TAPE 66',,Material,74.50000,Non Inventory
ENERGY CALC,ENERGY CALC FOR PERMITS ON NEW A/C SYSTEMS,,Material,0.00000,Non Inventory
ERZE12-1/2GA,"Expansion valve, balanced port, R410A, external equalizer, 12-1/2 tons, 5/8"" ODF inlet x 7/8"" ODF outlet, 168801",,Material,621.83000,Inventory
ETB16VSNSI,ETB16VSNSI ELECTRICAL TERMINAL,,Material,41.79000,Non Inventory
ETB22VSNSI,ETB22VSNSI ELECTRIC TERMINAL,,Material,41.79000,Non Inventory
EVAP FRESH,NUCALGON EVAP-FRESH 18OZ,,Material,78.00000,Non Inventory
Evap Power Coil Cleaner,Evap Power Coil Cleaner,B82-239,Material,87.91000,Non Inventory
EVI2000,EVERPURE EVI2000-2 FILTER CARTRIDGE,,Material:Filters,264.70000,Inventory
EVP0203,"TRANE EVAPORATOR; ASSY, TOTAL",,Material,525.75000,Inventory
EXTENSION CORD 50',EXTENSION CORD 50' 14/3,,Material,160.44000,Non Inventory
F1-16X25,F,,Material:Filters,0.00000,Inventory
F1-17.5X29.5,F,,Material:Filters,0.00000,Inventory
F1-19.5X23.5,F,,Material:Filters,0.00000,Inventory
F1-20X20,Filters,,Material:Filters,0.00000,Inventory
F1-23.5X23.5,F,,Material:Filters,0.00000,Inventory
FAN01516,TRANE FAN01516 4 BLADE STEEL 26 DIA 29 DEG .62 BORE,,Material,550.53000,Inventory
FAN04686,TRANE FAN04686 FAN ASSY 12FC WHEEL SHAFT BEARINGS & HOUSING,FAN04686,Material,4260.03000,Inventory
FANRSK4,4 BACKDRAFT DAMPER FANTECH,,Material:Duct,92.61000,Inventory
FAT BOY CONDENSER STRAPS,RMCLIP2X4 1.5 X 4 FAT BOY TIE DOWN,,Material,10.85000,Inventory
FE1058SF,"CENTURY Condenser Fan Motor: Stud Mount, Totally Enclosed Air-Over, 1/2 HP, 825 Nameplate RPM, Auto",1UMG1,Material,811.92000,Inventory
FEH1026SF,"HETMASTR 1/4 1075 REV MTR 5-5/8""; HP: 1/4; Volts: 460; F/L Amps: 1.00; Phase: Single;",,Material,677.74000,Inventory
FEM X MALE HOSE ADAPTOR,,,Material,0.00000,Non Inventory
"""FENDER WASHER 1/4""X1 1/4""""","Fender Zinc Washers, 1/4-Inch x 1-1/4-Inch, 100-Pack",,Material,1.37000,Non Inventory
"""FENDER WASHER 3/8""X1 1/4""""","The Hillman Group 290033 Fender Zinc Washers, 3/8-Inch x 1-1/4-Inch,",,Material,0.00000,Non Inventory
"""FERNCO 1 1/4"" PLASTIC FLEX COUP""",FERNCO 1056 Series 1-1/4 in. Cast Iron and Plastic Flexible Coupling,,Material:PVC,47.03000,Inventory
FIELD EDGE,ITEM TO CRRECT PRICING ON PO'S,,,0.00000,Non Inventory
"""FLAT WASHER 1/2""""","FLAT WASHER 1/2"" 3PC\CR",,Material,0.00000,Non Inventory
"""FLOAT VALVE 1-1/2""""","WATTS Float valve,1-1/2"" FPT, 3/8"" FPT stem",,Material,1076.72000,Inventory
"""FLOAT VALVE FLOAT 8""""","Plastic float, 8"" diameter, 3/8"" FPT",,Material,218.54000,Inventory
"""FLOAT VALVE STEM 12""""","Float valve stem, 3/8"" MPT x 3/8"" MPT, 12"" L",,Material,198.46000,Inventory
FLOXTREME CLEARSHOT,FLOXTREME CLEARSHOT A/C DRAIN LINE TREATMENT,,Material,101.18000,Inventory
FLUX BRUSH,"WEILER Acid/Flux Brush: 3/8"" x 3/4"", Horsehair",,Material,2.23000,Non Inventory
FLUX PASTE,"Oatey 30132 Water Soluble Paste Flux, 8-Ounce, Yellow",,Material,73.30000,Non Inventory
FOAM FILL,12 OZ EXPANDING FOAM BOS,FOAMFILL,Material,46.42000,Non Inventory
FP1-10X10,FP1-10X10 Pleated Filter,,Material:Filters,25.04000,Inventory
FP1-10X12,FP1-10X12 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-10X15,FP1-10X15 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-10X18,FP1-10X18 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-10X20,FP1-10X20 Pleated Filter,,Material:Filters,49.20000,Inventory
FP1-10X21,FP1-10X21X1 Pleated Filter,,Material:Filters,27.29000,Inventory
FP1-10X22,FP1-10X22 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-10X24,FP1-10X24 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-10X25,FP1-10X25 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-10X30,FP1-10X30 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-10X46,FP1-10X46 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-10X47.5,FP1-10X47.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-11.25X11.25,FP1-11.25X11.25 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-11.25X23.25,FP1-11.25X23.25 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-11.25X29.5,FP1-11.25X29.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-11.5X11.5,FP1-11.5X11.5 Pleated Filter,,Material:Filters,34.99000,Inventory
FP1-11.5X13.5,FP1-11.5X13.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-11.5X15.5,FP1-11.5X15.5 Pleated Filter,,Material:Filters,41.73000,Inventory
FP1-11.5X16,FP1-11.5X16 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-11.5X17.5,FP1-11.5X17.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-11.5X19.5,FP1-11.5X19.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-11.5X21.5,FP1-11.5X21.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-11.5X23.25,FP1-11.5X23.25 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-11.5X23.5,FP1-11.5X23.5 Pleated Filter,,Material:Filters,39.16000,Inventory
FP1-11.5X25.5,FP1-11.5X25.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-11.5X29.5,FP1-11.5X29.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-11.5X35.5,FP1-11.5X35.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-11X11,FP1-11X11 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-11X31,FP1-11X31 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-11X35,FP1-11X35 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-12.5X12.5,FP1-12.5X12.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-12.5X16.5,FP1-12.5X16.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-12.5X21,FP1-12.5X21 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-12X12,FP1-12X12 Pleated Filter,,Material:Filters,25.36000,Inventory
FP1-12X17,FP1-12X17 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-12X18,FP1-12X18 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-12X20,FP1-12X20 Pleated Filter,,Material:Filters,26.32000,Inventory
FP1-12X21,FP1-12X21Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-12X24,FP1-12X24 Pleated Filter,,Material:Filters,26.94000,Inventory
FP1-12X25,FP1-12X25 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-12X34,FP1-12X34 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-12X36,FP1-12X36 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-13.25X13.25,FP1-13.25X13.25 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-13.5X13.5,FP1-13.5X13.5 Pleated Filter,,Material:Filters,34.99000,Inventory
FP1-13.5X15.5,FP1-13.5X15.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-13.5X19.5,FP1-13.5X19.5 Pleated Filter,,Material:Filters,39.16000,Inventory
FP1-13.5X23.5,FP1-13.5X23.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-13.5X24,FP1-13.5X24 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-13.5X27.5,FP1-13.5X27.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-13.5X29.5,FP1-13.5X29.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-13X13,FP1-13X13 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-13X20,FP1-13X20 Pleated Filter,,Material:Filters,39.16000,Inventory
FP1-13X21,FP1-13X21 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-13X21.5,FP1-13X21.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-13X22,FP1-13X22 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-13X25,FP1-13X25 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-14.5X14.5,FP1-14.5X14.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-14.5X21.5,FP1-14.5X21.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-14X14,FP1-14X14 Pleated Filter,,Material:Filters,47.46000,Inventory
FP1-14X18,FP1-14X18 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-14X20,FP1-14X20 Pleated Filter,,Material:Filters,28.57000,Inventory
FP1-14X21,FP1-14X21 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-14X22,FP1-14X22 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-14X24,FP1-14X24 Pleated Filter,,Material:Filters,39.78000,Inventory
FP1-14X25,FP1-14X25 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-14X31,FP1-14X31 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-14X35,FP1-14X35 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-15.5X15.5,FP1-15.5X15.5 Pleated Filter,,Material:Filters,39.16000,Inventory
FP1-15.5X17.5,FP1-15.5X17.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-15.5X19.5,FP1-15.5X19.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-15.5X23.5,FP1-15.5X23.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-15.5X29.5,FP1-15.5X29.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-15.5X33,FP1-15.5X33 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-15.5X35.5,FP1-15.5X35.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-15.5X39.5,FP1-15.5X39.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-15X15,FP1-15X15 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-15X20,FP1-15X20 Pleated Filter,,Material:Filters,30.17000,Inventory
FP1-15X21,FP1-15X21 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-15X35,FP1-15X35 Pleated Filter,,Material:Filters,45.90000,Inventory
FP1-16.5X17.5,FP1-16.5X17.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-16.5X20.5,FP1-16.5X20.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-16.5X21,FP1-16.5X21 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-16.5X21.5,FP1-16.5X21.5 Pleated Filter,,Material:Filters,41.41000,Inventory
FP1-16X16,FP1-16X16 Pleated Filter,,Material:Filters,26.64000,Inventory
FP1-16X19,FP1-16X19 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-16X20,FP1-16X20 Pleated Filter,,Material:Filters,26.64000,Inventory
FP1-16X21,FP1-16X21 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-16X21.5,FP1-16X21.5 Pleated Filter,,Material:Filters,41.41000,Inventory
FP1-16X22,FP1-16X22 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-16X24,FP1-16X24 Pleated Filter,,Material:Filters,30.82000,Inventory
FP1-16X25,FP1-16X25 Pleated Filter,,Material:Filters,29.85000,Inventory
FP1-16X30,FP1-16X30 Pleated Filter,,Material:Filters,44.62000,Inventory
FP1-17.25X21.5,FP1-17.25X21.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-17.25X29.5,FP1-17.25X29.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-17.5X17.5,FP1-17.5X17.5 Pleated Filter,,Material:Filters,39.80000,Inventory
FP1-17.5X19.5,FP1-17.5X19.5 Pleated Filter,,Material:Filters,41.41000,Inventory
FP1-17.5X21,FP1-17.5X21 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-17.5X21.5,FP1-17.5X21.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-17.5X22,FP1-17.5X22 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-17.5X23.5,FP1-17.5X23.5 Pleated Filter,,Material:Filters,44.62000,Inventory
FP1-17.5X27.5,FP1-17.5X27.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-17.5X28,FP1-17.5X28 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-17.5X29.5,FP1-17.5X29.5 Pleated Filter,,Material:Filters,45.90000,Inventory
FP1-17.5X33.5,FP1-17.5X33.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-17.5X35.5,FP1-17.5X35.5 Pleated Filter,,Material:Filters,48.47000,Inventory
FP1-17.5X41.5,FP1-17.5X41.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-17X17,FP1-17X17 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-17X20,FP1-17X20 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-17X21,FP1-17X21 Pleated Filter,,Material:Filters,41.41000,Inventory
FP1-17X22,FP1-17X22 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-17X23,FP1-17X23 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-17X29,FP1-17X29 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-18.5X24,FP1-18.5X24 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-18.5X26.5,FP1-18.5X26.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-18.5X28,FP1-18.5X28 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-18.75X54.75,FP1-18.75X54.75 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-18X18,FP1-18X18 Pleated Filter,,Material:Filters,56.82000,Inventory
FP1-18X20,FP1-18X20 Pleated Filter,,Material:Filters,29.22000,Inventory
FP1-18X21,FP1-18X21 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-18X22,FP1-18X22 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-18X24,FP1-18X24 Pleated Filter,,Material:Filters,30.17000,Inventory
FP1-18X25,FP1-18X25 Pleated Filter,,Material:Filters,44.62000,Inventory
FP1-18X26,FP1-18X26 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-18X30,FP1-18X30 Pleated Filter,,Material:Filters,45.90000,Inventory
FP1-18X36,FP1-18X36 Pleated Filter,,Material:Filters,48.47000,Inventory
FP1-19.25X23.25,FP1-19.25X23.25 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-19.5X19.5,FP1-19.5X19.5 Pleated Filter,,Material:Filters,38.40000,Inventory
FP1-19.5X20,FP1-19.5X20 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-19.5X21,FP1-19.5X21 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-19.5X21.5,FP1-19.5X21.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-19.5X22,FP1-19.5X22 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-19.5X23.5,FP1-19.5X23.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-19.5X25.5,FP1-19.5X25.5 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-19.5X27.5,FP1-19.5X27.5 Pleated Filter,,Material:Filters,44.94000,Inventory
FP1-19.5X29,FP1-19.5X29 Pleated Filter,,Material:Filters,0.00000,Inventory
FP1-19.5X29.5,FP1-19.5X29.5 Pleated Filter,,Material:Filters,48.47000,Inventory
FP1-19.5X35.5,FP1-19.5X35.5 Pleated Filter,,Material:Filters,0.00000,Inventory
